Id,City,Date,Channel,Pincode,Merchant Name,Delivery Charge,Min Order,Product Name,Product ID,Product URL,Rating,Stock Status,Food Type,Discount,FSSAI License,Net Weight,Packaging,Shelf Life,Type,Brand,Price,Weight,Delivery Type,Quantity Sold
4c7c888f-371f-43da-96cf-0314978f2a0d,Bangalore,24-05-2024,In-Store,687154,Blinkit,41.94,499.22,Snacks,97c41236,https://blinkit.com/product/1808,1.7,In Stock,Vegetarian,40%,7.3141E+11,185g,Plastic,3 months,Bakery,Kellogg's,188.54,787g,Express,85
feb35476-4413-4dc6-afa7-4d8e0f6b7623,Delhi,10-02-2025,App,517843,Blinkit,13.86,294.96,Cheese,1276492e,https://blinkit.com/product/9384,3.3,Out of Stock,Non-Vegetarian,40%,4.98296E+11,,Tetra Pack,24 months,Fruits & Vegetables,,87.5,245g,Standard,89
08af239c-eb7b-43fb-862d-8f3a40b7d9e0,Mumbai,30-07-2024,Online,108804,Blinkit,46.09,199.52,Cheese,df77bb2a,https://blinkit.com/product/3694,1.8,In Stock,Non-Vegetarian,19%,8.07604E+11,536g,Paper,6 months,Grocery,Nestle,260.02,156g,Standard,80
f65164a5-313e-4ed3-b055-e5a1b9f3b200,Hyderabad,22-09-2024,App,242325,Blinkit,49.51,418.48,Snacks,,https://blinkit.com/product/1611,4.6,In Stock,Non-Vegetarian,15%,7.32627E+11,113g,Glass Bottle,18 months,Beverages,Real,55.88,282g,Express,7
6abfa74e-7de9-4b61-a211-30c5d57550e1,Pune,29-07-2024,In-Store,793774,Blinkit,14.64,189.17,Cereal,b95b3547,https://blinkit.com/product/5527,1.2,Out of Stock,Vegetarian,46%,4.74279E+11,988g,Tetra Pack,18 months,Snacks,Nestle,205.12,913g,Express,49
5a0b3713-b4f2-482c-93d5-19f3d6e7b9be,Ahmedabad,16-03-2024,In-Store,256962,,10.39,134.76,Butter,8c5e716e,https://blinkit.com/product/4478,2,,Non-Vegetarian,30%,4.96225E+11,729g,Tetra Pack,14 months,Grocery,Mother Dairy,227.43,227g,Standard,38
4ba2eac5-d22a-40cd-8e0e-b3d507131f26,Chennai,08-11-2024,,242325,Blinkit,22.81,285.82,Butter,f733fa9a,https://blinkit.com/product/1064,2,In Stock,Non-Vegetarian,5%,1.43141E+11,296g,,16 months,Fruits & Vegetables,Mother Dairy,70.98,463g,,95
65038cff-2d04-4d01-821b-1f5b09916c81,Chennai,07-07-2024,Online,298329,Blinkit,31.31,256.56,Juice,1d43bbe4,https://blinkit.com/product/1353,1.8,,Non-Vegetarian,39%,8.09649E+11,556g,Paper,20 months,Grocery,Nestle,166.22,370g,Standard,64
92485bb2-838c-4f30-b656-29a561635fb7,Pune,09-09-2024,App,264232,Blinkit,22.5,303.73,Juice,050ef25c,https://blinkit.com/product/9209,4.7,Out of Stock,Non-Vegetarian,,1.18553E+11,419g,Glass Bottle,20 months,Dairy,Real,433.11,492g,Standard,13
b3d989df-1cab-40a3-bbef-180bc84147a5,Pune,25-06-2024,In-Store,274946,Blinkit,,471.87,Milk,8fc25493,https://blinkit.com/product/1072,4.5,Out of Stock,Non-Vegetarian,26%,6.55153E+11,983g,Paper,11 months,Fruits & Vegetables,Kellogg's,145.29,734g,Standard,32
391f006e-671e-405c-8aef-6e75a906b7c1,Pune,12-09-2024,App,306360,Blinkit,36.72,,Fruits,07cd6228,https://blinkit.com/product/9759,2.8,Out of Stock,Vegetarian,14%,6.53521E+11,272g,Tetra Pack,24 months,Bakery,Britannia,140.41,111g,Standard,29
,Mumbai,,App,,Blinkit,49.54,297.85,Fruits,26a7c2e7,https://blinkit.com/product/1623,3,In Stock,Vegetarian,8%,9.92135E+11,,Tetra Pack,18 months,Dairy,Mother Dairy,132.73,847g,Standard,20
2bca2e85-5e29-4218-b8e1-979194deac02,Hyderabad,06-06-2024,App,242325,Blinkit,15.01,300.75,Cheese,07f3cea4,https://blinkit.com/product/1684,4.9,In Stock,Non-Vegetarian,19%,3.51095E+11,503g,Glass Bottle,11 months,Snacks,Nestle,332.07,639g,Standard,89
a27465c6-0129-4eb5-bc07-0882411155a9,Kolkata,03-06-2024,App,350401,Blinkit,41.37,359.97,Cereal,242ec1fb,https://blinkit.com/product/8544,2.3,Out of Stock,Vegetarian,31%,4.62737E+11,100g,Glass Bottle,4 months,Snacks,Britannia,463.86,200g,Standard,70
1b27afcc-b9ca-424c-bde1-5bd6f5e50248,Chennai,02-05-2024,Online,265790,Blinkit,29.88,190.23,Cereal,cd7e6812,https://blinkit.com/product/4101,1.5,In Stock,Non-Vegetarian,30%,5.22399E+11,971g,Paper,20 months,Grocery,Amul,78.3,429g,Standard,77
92977b76-df42-49c3-8dec-1aabb7d21b64,Pune,14-01-2025,Online,525316,,17.68,315.24,Bread,8976b756,https://blinkit.com/product/9135,3.9,In Stock,Non-Vegetarian,6%,3.4026E+11,374g,Paper,3 months,Beverages,Nestle,267.93,675g,Express,54
c9c610f9-3b94-477a-80b1-682b0bc9f38b,Pune,19-09-2024,App,361453,Blinkit,22.43,407.26,Milk,474e434e,https://blinkit.com/product/2596,4.1,,Vegetarian,20%,5.16646E+11,167g,Tetra Pack,12 months,Dairy,Real,332.78,575g,Standard,27
d18f9674-efce-4968-9e42-b7cfce6ad852,Bangalore,07-04-2024,Online,711567,Blinkit,38.28,197.63,Butter,9a4b825b,https://blinkit.com/product/6717,2.8,Out of Stock,Non-Vegetarian,16%,1.78063E+11,530g,Glass Bottle,15 months,Beverages,Amul,36.76,866g,Express,29
0050a816-0c1d-4d19-81f0-e102fb472f4a,Pune,01-11-2024,Online,769043,Blinkit,10.46,,Snacks,dc00a4bc,https://blinkit.com/product/7169,2.7,In Stock,Non-Vegetarian,23%,3.69675E+11,171g,Paper,18 months,Snacks,Real,29.25,361g,Express,25
61e05be8-a2f3-4061-b0b4-561736b4b19d,Chennai,10-11-2024,Online,845150,Blinkit,35.44,,Milk,abd3ca7f,https://blinkit.com/product/8326,1.6,Out of Stock,Non-Vegetarian,28%,1.65572E+11,165g,Plastic,5 months,Fruits & Vegetables,Mother Dairy,,336g,Express,58
7f14ac30-f6cf-4e4f-8967-a48198c7a7ac,Bangalore,18-07-2024,Online,271577,Blinkit,32.03,340.6,Eggs,cb37e070,https://blinkit.com/product/8138,2.3,In Stock,Vegetarian,40%,8.53675E+11,431g,Tetra Pack,14 months,Grocery,Britannia,53.39,131g,Express,84
fcf9ae4f-05a1-4ad0-b133-ab29d7305754,Delhi,20-07-2024,In-Store,573631,Blinkit,26.8,,Butter,e59a3a25,https://blinkit.com/product/4031,3.7,Out of Stock,,49%,2.23063E+11,642g,Tetra Pack,15 months,Fruits & Vegetables,,300.42,270g,Standard,92
5550d44e-d075-490c-9761-787ebe04c4ab,Hyderabad,14-10-2024,Online,274946,Blinkit,14.02,269.05,Cereal,66b7c757,https://blinkit.com/product/1570,1.2,Out of Stock,Vegetarian,38%,8.64163E+11,800g,Paper,15 months,Dairy,Mother Dairy,49.64,587g,Standard,71
3a5920e2-25a3-463a-8db2-244d96ebbb16,Chennai,30-03-2024,In-Store,889376,Blinkit,40.42,376.28,Fruits,3887b223,https://blinkit.com/product/6808,3,In Stock,Non-Vegetarian,16%,2.75074E+11,824g,Tetra Pack,24 months,Bakery,Real,464.87,452g,Express,55
c514b306-7e08-4fcf-960b-9090a2325175,Mumbai,13-10-2024,Online,608867,Blinkit,14.21,193.93,Snacks,5b0736db,https://blinkit.com/product/3094,4.3,Out of Stock,Vegetarian,50%,1.56046E+11,695g,Tetra Pack,6 months,Grocery,Nestle,203.17,407g,Standard,7
73306616-cbdd-48b4-b7a3-64d0aaf9270f,Kolkata,,In-Store,721635,Blinkit,11.39,178.31,Cheese,ff4a66a7,https://blinkit.com/product/4622,4.4,,,5%,6.90549E+11,839g,Plastic,24 months,Beverages,Real,489.99,764g,Express,71
c4f8117a-8dcc-459d-b482-23213ef5978c,Bangalore,11-07-2024,App,774234,Blinkit,14.64,476.36,Fruits,,https://blinkit.com/product/9569,4.9,In Stock,Non-Vegetarian,15%,,906g,Paper,5 months,Bakery,Mother Dairy,387.61,174g,Express,88
1be2d429-5362-435b-904d-baa879de9af9,Hyderabad,14-07-2024,Online,855731,Blinkit,39.69,352.16,Milk,cca6400b,https://blinkit.com/product/6674,2.3,In Stock,Vegetarian,34%,3.39571E+11,836g,Paper,10 months,Beverages,Nestle,182.55,490g,Express,94
5813da98-29b1-4051-9898-18a705bafd8a,Hyderabad,30-05-2024,App,711567,Blinkit,29.15,270.2,Cheese,c5b7e955,https://blinkit.com/product/5967,3.7,Out of Stock,Non-Vegetarian,25%,8.36451E+11,667g,Glass Bottle,6 months,Snacks,Britannia,77.81,529g,Express,66
5b64298f-68b3-443e-967d-3374a9046b92,Chennai,05-01-2025,Online,946560,Blinkit,39.19,265.69,Snacks,cd092694,https://blinkit.com/product/2747,3.5,Out of Stock,Non-Vegetarian,37%,8.7719E+11,689g,Tetra Pack,14 months,Bakery,Nestle,448.3,346g,Standard,31
795364d4-0ae6-4731-93a6-8d20810da40e,Bangalore,13-02-2025,Online,406604,Blinkit,26.76,483.87,Cereal,aa299b4a,https://blinkit.com/product/8604,1.7,Out of Stock,Vegetarian,33%,4.98262E+11,439g,Tetra Pack,11 months,Fruits & Vegetables,Tropicana,185.49,599g,Express,84
1b400550-51cf-43fa-868b-12225bab3f1f,Chennai,14-12-2024,,438139,Blinkit,13.32,269.08,Snacks,c4690314,https://blinkit.com/product/7123,2.7,In Stock,Vegetarian,38%,9.70408E+11,149g,Paper,22 months,Bakery,Kellogg's,293.23,790g,Standard,44
cb63cba3-1eae-42a8-afb9-41f03fb4b86b,Chennai,29-01-2025,In-Store,477803,Blinkit,35.66,272.69,Juice,82eb5756,https://blinkit.com/product/8473,2.1,Out of Stock,Non-Vegetarian,33%,6.03632E+11,662g,Tetra Pack,10 months,Fruits & Vegetables,Nestle,197.06,250g,Express,18
93b60cca-a298-4771-ae7e-67cff407a66e,Chennai,29-10-2024,App,826158,Blinkit,24.46,398.56,Juice,0ae22577,https://blinkit.com/product/7461,2.9,In Stock,Non-Vegetarian,27%,6.5462E+11,743g,Glass Bottle,14 months,Dairy,Nestle,117.55,264g,Standard,81
38d13486-209e-412f-a738-12a0848e6642,Bangalore,06-12-2024,Online,519865,Blinkit,35.58,131.77,Fruits,087af897,https://blinkit.com/product/9768,3.6,Out of Stock,Non-Vegetarian,19%,1.18325E+11,954g,Tetra Pack,22 months,Grocery,Mother Dairy,307.33,571g,Standard,26
40f94795-ae68-4786-b089-c3f48481eb0d,Kolkata,16-10-2024,In-Store,406604,Blinkit,28.38,370.67,Cereal,a10c3e59,https://blinkit.com/product/5716,2.8,Out of Stock,Non-Vegetarian,49%,2.68238E+11,824g,Glass Bottle,15 months,Bakery,Britannia,166.53,768g,Standard,70
2b595286-a5c6-481c-b901-6505ef2e7f99,Pune,28-04-2024,App,271585,Blinkit,46.41,176.34,Vegetables,121cb234,https://blinkit.com/product/5166,3.8,In Stock,Vegetarian,7%,3.12285E+11,882g,Plastic,9 months,Grocery,Britannia,169.64,320g,Express,9
3d0ebb14-bdaa-41d2-bb05-be980a344986,Pune,,Online,195687,Blinkit,49.63,239,Vegetables,51111b98,https://blinkit.com/product/4343,1.2,In Stock,Vegetarian,18%,9.41043E+11,304g,Plastic,10 months,Grocery,Britannia,464.49,399g,Standard,45
0bbb325b-2930-4c5b-8f35-4c94bf76da9e,Delhi,21-05-2024,In-Store,908837,Blinkit,19.5,,Snacks,d873b524,https://blinkit.com/product/4721,,Out of Stock,Non-Vegetarian,26%,4.03889E+11,965g,Plastic,6 months,Grocery,Kellogg's,416.13,345g,Express,60
,Mumbai,26-12-2024,In-Store,242325,Blinkit,28.6,,Butter,dec8cefc,https://blinkit.com/product/3591,4.9,In Stock,,36%,9.18176E+11,191g,Tetra Pack,23 months,Beverages,Britannia,66.23,319g,Express,19
144fce25-c4b5-4a86-b3b3-457bb4fde6e8,Pune,27-05-2024,In-Store,240153,Blinkit,48.57,165.27,Vegetables,46757f16,https://blinkit.com/product/7096,4.1,,Non-Vegetarian,45%,8.30369E+11,550g,Plastic,16 months,Grocery,Kellogg's,209.2,744g,Express,89
b3e9e892-702b-4d19-9eec-4e38450473cb,Ahmedabad,20-09-2024,App,177546,Blinkit,12.05,300.63,Cereal,5c0f72ff,https://blinkit.com/product/5391,5,Out of Stock,Non-Vegetarian,40%,,464g,Paper,6 months,Beverages,Mother Dairy,284.99,167g,Standard,44
da280f93-3b64-4370-94ae-92f1890825b7,Delhi,24-07-2024,In-Store,406604,Blinkit,12.24,183.03,Eggs,3b1aeb2a,https://blinkit.com/product/7347,2.7,Out of Stock,Non-Vegetarian,12%,4.79734E+11,112g,Tetra Pack,6 months,Grocery,Nestle,450.94,423g,Express,79
7ce0ba29-e35a-44c0-b0cd-93056e515097,Kolkata,17-03-2024,App,142121,Blinkit,18.43,287.57,Butter,,https://blinkit.com/product/8208,3.9,In Stock,Vegetarian,9%,2.76084E+11,476g,Paper,20 months,Bakery,Amul,328.7,109g,Standard,1
e680cc32-0911-41e6-88b1-9af54c6dd993,Pune,25-05-2024,Online,393986,Blinkit,11,109.26,Butter,f8df10ac,https://blinkit.com/product/1561,,In Stock,Vegetarian,25%,7.56093E+11,984g,Plastic,23 months,Beverages,Britannia,96.13,619g,Standard,96
4a405679-7ab7-4449-9948-5397f153d50c,Pune,29-09-2024,In-Store,187883,Blinkit,14.53,492.77,Fruits,f1b54708,https://blinkit.com/product/4288,4.1,In Stock,Non-Vegetarian,19%,1.24511E+11,293g,Glass Bottle,22 months,Grocery,Nestle,49.51,932g,Standard,42
1b9fdce4-4131-4d67-ab83-79edec4d17ea,Mumbai,26-06-2024,App,520254,Blinkit,34.52,350.79,Eggs,bfcdecba,https://blinkit.com/product/7763,2.7,Out of Stock,Vegetarian,37%,4.51559E+11,620g,Glass Bottle,19 months,Fruits & Vegetables,,59.03,352g,Express,38
9b8ce3bc-75db-4285-829f-300ec4a8642c,Chennai,28-05-2024,,177546,Blinkit,12.95,411.44,Vegetables,29794281,https://blinkit.com/product/6515,3.9,Out of Stock,Vegetarian,20%,7.96475E+11,918g,Paper,4 months,Fruits & Vegetables,Nestle,489.89,546g,Standard,93
2a41d726-9e53-4c3f-b334-d81346ce1eff,Hyderabad,06-06-2024,In-Store,286049,Blinkit,35.53,373.56,Bread,ab18ca35,,1.1,Out of Stock,Vegetarian,15%,3.19524E+11,217g,Tetra Pack,18 months,Dairy,Amul,408.9,558g,Standard,61
3c3e7c53-95b8-4f96-b608-b27b44fcecee,Chennai,07-05-2024,App,216135,Blinkit,43.53,331.39,Bread,2861102b,https://blinkit.com/product/2382,2.3,In Stock,Non-Vegetarian,31%,4.72764E+11,120g,Paper,20 months,Beverages,,410.37,233g,Express,73
a2319c85-0351-4c88-8421-083c5c74d250,Bangalore,28-10-2024,In-Store,471355,Blinkit,37.25,257.58,Cheese,4acedd9b,,3.4,Out of Stock,Vegetarian,18%,8.54929E+11,311g,Plastic,17 months,Grocery,Amul,376.67,786g,Standard,48
1437f403-5433-4941-ab46-367db8c48f8d,Kolkata,11-07-2024,App,932130,Blinkit,17.25,347.16,Bread,,https://blinkit.com/product/4235,3.8,Out of Stock,Vegetarian,,4.33974E+11,980g,Plastic,,Beverages,Kellogg's,103.94,117g,Standard,89
76244f2c-196a-4fcb-b005-cf052cee5214,Delhi,25-08-2024,In-Store,744316,Blinkit,32.74,156.91,Fruits,941e6006,https://blinkit.com/product/7727,3.6,Out of Stock,Non-Vegetarian,25%,9.61577E+11,445g,Tetra Pack,12 months,Beverages,Kellogg's,174.27,376g,Express,46
4dc165d9-b51b-4bb1-bcb2-1cfe7b789df1,Delhi,11-06-2024,App,629558,Blinkit,32.64,394.4,Eggs,f4bdaa67,https://blinkit.com/product/1649,5,In Stock,Vegetarian,27%,5.10946E+11,579g,Glass Bottle,23 months,Beverages,Amul,470.02,626g,Express,19
8fa19879-c289-49f8-ad60-c46b0898153d,Delhi,18-06-2024,In-Store,274946,Blinkit,25.02,109.63,Eggs,eb61bf53,https://blinkit.com/product/6032,2.2,In Stock,Non-Vegetarian,18%,1.35102E+11,100g,Plastic,13 months,Dairy,Britannia,40.82,539g,Standard,59
02c23bb2-4adc-4795-8683-da33eff8329a,,24-06-2024,,361453,Blinkit,37.26,395.34,Vegetables,,https://blinkit.com/product/1122,1.2,In Stock,Non-Vegetarian,28%,7.07055E+11,727g,Glass Bottle,22 months,Fruits & Vegetables,Amul,79.43,207g,Standard,57
0ebfeb8f-0706-47d1-9357-d447d0305781,Hyderabad,01-07-2024,Online,286049,Blinkit,44.35,493.93,Eggs,c6dff607,https://blinkit.com/product/3617,2.9,Out of Stock,Non-Vegetarian,23%,8.25761E+11,255g,Plastic,11 months,Bakery,Mother Dairy,150.08,712g,Standard,92
a87aea94-a41f-4507-ab8f-377877640965,Mumbai,17-04-2024,Online,567014,,20.52,477.76,Snacks,4efe4c68,https://blinkit.com/product/2864,4.7,In Stock,Non-Vegetarian,50%,,949g,Tetra Pack,21 months,Fruits & Vegetables,Tropicana,360.82,895g,Express,54
2e654f59-92e4-4eb8-a521-4c8a45453c13,Delhi,,In-Store,350401,,43.57,437.58,Bread,76fe5e96,https://blinkit.com/product/9608,4.1,In Stock,Vegetarian,27%,8.08039E+11,872g,Tetra Pack,,Fruits & Vegetables,Britannia,394.19,387g,Standard,26
6fcb2aef-2610-4022-8eab-3681524eb479,Hyderabad,01-11-2024,App,197949,Blinkit,33.24,284.91,Snacks,a35d315b,https://blinkit.com/product/8778,1.5,Out of Stock,Vegetarian,36%,4.03753E+11,913g,Paper,11 months,Fruits & Vegetables,Tropicana,194.01,146g,Express,48
463106c5-f385-4204-a90e-1bb3c54609ae,Delhi,20-03-2024,Online,617676,Blinkit,33.25,354.86,Eggs,d4542106,https://blinkit.com/product/4356,1.4,Out of Stock,Vegetarian,7%,7.81266E+11,488g,Plastic,21 months,Dairy,Real,404.02,909g,Standard,75
,Bangalore,08-05-2024,In-Store,798626,,27.23,408.52,Butter,62105144,https://blinkit.com/product/7274,1.8,In Stock,Vegetarian,18%,2.05121E+11,817g,Tetra Pack,17 months,Beverages,Kellogg's,237.25,210g,Standard,45
b603dc8e-3ccf-4324-8cf2-9b7f552bf9cb,Delhi,08-12-2024,App,461394,Blinkit,19.8,393.01,Cereal,78674459,https://blinkit.com/product/6657,,In Stock,,29%,9.50648E+11,478g,Tetra Pack,24 months,,Kellogg's,212.31,,Express,78
,Pune,12-11-2024,In-Store,256962,Blinkit,49.01,331.16,Bread,95d75981,https://blinkit.com/product/9431,3.2,Out of Stock,Non-Vegetarian,44%,9.36701E+11,445g,Paper,12 months,Fruits & Vegetables,Kellogg's,217.08,,Standard,45
b4191bd4-c866-4183-a7cd-010407143378,Hyderabad,06-05-2024,App,242325,Blinkit,20.88,107.77,Vegetables,602cd951,https://blinkit.com/product/2569,3.8,Out of Stock,Non-Vegetarian,6%,3.38182E+11,693g,Plastic,20 months,Beverages,,70.95,810g,Express,63
941fcaf7-d8b9-4c96-931e-1fd281e2f914,Kolkata,10-11-2024,Online,805258,Blinkit,28.94,147.82,Vegetables,4d42459d,https://blinkit.com/product/7943,2.7,In Stock,Vegetarian,12%,9.15436E+11,214g,Glass Bottle,,Grocery,Britannia,68.21,294g,Standard,69
485e3e1a-32c9-4f03-88bb-dac4440012ab,Kolkata,24-02-2025,In-Store,825218,Blinkit,16.39,488.85,Juice,d18e2934,https://blinkit.com/product/4349,2.8,In Stock,Non-Vegetarian,25%,5.61016E+11,290g,Paper,16 months,Snacks,Amul,88.8,696g,Standard,47
1bb37b88-f7cc-4a39-b8ce-122f96c57763,Hyderabad,,App,295791,Blinkit,47.99,398.2,Juice,7df42767,https://blinkit.com/product/8572,2.6,Out of Stock,Vegetarian,43%,8.29339E+11,353g,Plastic,6 months,Snacks,,60.34,939g,Express,95
f7a0c0a3-15fe-4559-b8fa-2d0c5b8a9a5a,Ahmedabad,30-05-2024,In-Store,360450,Blinkit,26.22,455.31,Cereal,9d32cb9c,https://blinkit.com/product/6289,1.6,In Stock,Non-Vegetarian,34%,9.31545E+11,911g,Plastic,23 months,Snacks,Amul,283.3,303g,Express,21
805e4018-c4f1-475c-93b9-84dfe81a166f,Pune,06-07-2024,Online,299370,Blinkit,49.82,274.95,Cereal,aee5c778,https://blinkit.com/product/4682,3,In Stock,Vegetarian,26%,7.48872E+11,514g,Glass Bottle,22 months,Beverages,Real,174.75,611g,Express,75
1f77e7d0-c351-4361-9018-6192cede98aa,Mumbai,04-03-2025,App,271585,Blinkit,38.96,384.88,Cheese,6a8326cf,,4.1,In Stock,Vegetarian,5%,2.26894E+11,130g,Plastic,24 months,Bakery,Nestle,466.2,291g,Express,60
d683daa7-bbe9-45fa-a82c-02e31883cd8a,Chennai,22-02-2025,Online,216135,Blinkit,43.35,333.69,Bread,fcadbba5,https://blinkit.com/product/8320,1.7,In Stock,Non-Vegetarian,30%,4.91563E+11,783g,Paper,,Grocery,Tropicana,131.02,646g,Express,15
e0c564b9-cfc4-437d-bbe2-0c4eb633d226,Bangalore,23-05-2024,,826158,Blinkit,19.93,291.06,Cheese,920cae4c,https://blinkit.com/product/1314,1.8,Out of Stock,Non-Vegetarian,14%,7.68496E+11,120g,Glass Bottle,7 months,Bakery,Real,472.44,944g,Express,90
,Delhi,11-05-2024,In-Store,295791,Blinkit,43.5,221.8,Vegetables,fa7672df,https://blinkit.com/product/9886,2.8,In Stock,Vegetarian,27%,8.21836E+11,995g,Plastic,9 months,Grocery,Britannia,127.99,278g,Standard,31
15daa971-deb4-468e-af01-aa877f609966,Chennai,30-11-2024,App,825218,Blinkit,15.05,,Fruits,0d7215e1,https://blinkit.com/product/5540,2.1,In Stock,Non-Vegetarian,13%,2.15519E+11,279g,Plastic,22 months,Bakery,Kellogg's,65.88,501g,Standard,80
60de0ea9-bf99-4a74-9249-52188a4a427b,Delhi,15-08-2024,In-Store,585839,Blinkit,16.24,313.68,Cereal,8c2dcc97,https://blinkit.com/product/6709,4.4,,Non-Vegetarian,18%,6.63063E+11,948g,Plastic,24 months,Grocery,Britannia,,739g,Express,21
46332b23-2edb-4886-96c0-d100770c504c,Chennai,08-06-2024,Online,798626,Blinkit,28.37,319.65,Milk,5af4e5ce,https://blinkit.com/product/8717,2.9,In Stock,Vegetarian,11%,6.80977E+11,543g,Plastic,5 months,Beverages,Nestle,320.16,842g,Express,44
9e1cc230-1472-4166-a0ce-ce94bce734b8,,21-01-2025,In-Store,771145,Blinkit,16.44,434.1,Bread,43806566,https://blinkit.com/product/7958,2.1,Out of Stock,Non-Vegetarian,43%,9.53564E+11,,Tetra Pack,10 months,Grocery,Mother Dairy,31.68,415g,,40
9b60e733-319e-41e9-889f-9b167c7a375f,Delhi,09-11-2024,App,461394,Blinkit,22,484.63,Butter,,https://blinkit.com/product/1749,4.9,Out of Stock,Vegetarian,7%,6.00026E+11,541g,Tetra Pack,24 months,Fruits & Vegetables,Real,116.7,451g,Express,12
e005621f-81e5-431f-86a8-16e1c93c46b1,Chennai,04-08-2024,,536865,,16.46,358.89,Cereal,b235fb8c,https://blinkit.com/product/3740,3.3,In Stock,Non-Vegetarian,40%,,252g,Glass Bottle,19 months,Bakery,Real,329.49,439g,Standard,48
5e8af3e6-e970-4da7-ac43-878aadb8aec4,Mumbai,03-06-2024,Online,704411,Blinkit,14.06,461.38,Vegetables,9948677e,https://blinkit.com/product/7049,2.6,In Stock,Vegetarian,13%,7.6312E+11,495g,Tetra Pack,17 months,Grocery,Tropicana,497.35,728g,Standard,11
a4cddeda-f11f-4c01-8570-729a092ce631,Kolkata,16-04-2024,App,461394,Blinkit,43.52,114.57,,0d6e4495,https://blinkit.com/product/6324,3.4,In Stock,Vegetarian,46%,7.24571E+11,601g,Tetra Pack,9 months,Beverages,Amul,185.27,244g,Standard,35
67daf740-9357-4372-a069-46089be86c20,Ahmedabad,05-06-2024,Online,654993,Blinkit,46.71,316.73,Milk,caca8849,https://blinkit.com/product/4165,2.2,In Stock,,27%,2.79526E+11,774g,Glass Bottle,19 months,Dairy,Real,116.12,782g,Express,53
,Bangalore,18-03-2024,Online,491919,Blinkit,15.17,495.85,Juice,e56f95b4,https://blinkit.com/product/8393,4.6,Out of Stock,Vegetarian,44%,2.33834E+11,242g,Paper,17 months,Snacks,Nestle,149.36,994g,Express,80
bd289164-e6ab-4a0a-bc92-00fe25eb6450,Ahmedabad,29-10-2024,Online,845764,Blinkit,15.68,344,Snacks,2635a740,https://blinkit.com/product/3187,3.2,Out of Stock,Vegetarian,41%,9.12755E+11,968g,Tetra Pack,23 months,Bakery,Real,116.49,936g,Standard,34
566e5936-1433-402f-a65b-c07f66acd305,Chennai,19-10-2024,Online,805258,Blinkit,32.36,307.02,Milk,1752959b,https://blinkit.com/product/4301,4.3,In Stock,Non-Vegetarian,32%,7.12229E+11,290g,Plastic,16 months,Snacks,Kellogg's,442.71,456g,Express,48
a7eb1c51-813f-43b1-b92e-04592d64c04e,Pune,05-05-2024,App,687154,Blinkit,34.14,,Fruits,300a0171,https://blinkit.com/product/1915,2.4,Out of Stock,Non-Vegetarian,37%,8.52726E+11,895g,Glass Bottle,,Grocery,Tropicana,343.8,314g,Standard,24
0011271f-3768-4c12-bdc5-72e1a9af5ba6,Chennai,24-11-2024,,825218,Blinkit,18.16,185.32,Butter,7e90dd13,https://blinkit.com/product/3993,3.9,In Stock,Vegetarian,49%,6.3944E+11,191g,Tetra Pack,16 months,Beverages,Britannia,497.25,527g,Express,62
f52b6dae-fcb6-4c21-b394-46bc1a399b73,Chennai,18-11-2024,App,195687,Blinkit,,123.99,Eggs,10712038,https://blinkit.com/product/3440,,In Stock,Vegetarian,,1.32958E+11,699g,Tetra Pack,14 months,Fruits & Vegetables,Nestle,120.1,171g,Express,53
839cc315-93c1-4c32-9ba9-39f643b1ff70,Bangalore,30-01-2025,App,629558,Blinkit,33.93,472.77,Cheese,b07ed2b7,https://blinkit.com/product/2681,2.3,In Stock,Vegetarian,24%,6.37851E+11,110g,Plastic,9 months,Snacks,Real,174.32,345g,Express,60
d47e9aae-adb6-4a63-9460-46e6826da9e7,Chennai,18-12-2024,App,298329,Blinkit,14.95,356.67,Vegetables,2cf4a8b5,https://blinkit.com/product/9510,1.1,In Stock,Vegetarian,39%,4.42829E+11,271g,Paper,10 months,Beverages,Britannia,92.68,944g,Express,36
e93fe285-36be-4446-882e-cd62a62d9541,Hyderabad,22-04-2024,App,438139,Blinkit,16.45,441.42,Juice,91fd9cdb,https://blinkit.com/product/7424,1.2,Out of Stock,Vegetarian,,7.71892E+11,822g,Tetra Pack,10 months,Grocery,Tropicana,427.46,826g,Express,62
379a3d30-2826-4f86-ba89-7a48bcac633f,Kolkata,06-12-2024,In-Store,704411,Blinkit,19.97,,Butter,4cc21b39,https://blinkit.com/product/5714,3.7,In Stock,Non-Vegetarian,19%,4.0841E+11,,Glass Bottle,14 months,Beverages,Nestle,327.98,196g,Express,65
b2a95197-e3b6-41fd-818c-391c615b02f9,Bangalore,07-03-2025,In-Store,883737,Blinkit,33.4,352.8,Snacks,d62f1599,https://blinkit.com/product/8938,1.8,Out of Stock,Non-Vegetarian,19%,2.37417E+11,646g,,5 months,Bakery,Nestle,215.73,843g,Standard,9
5bde67b9-f2f4-4f5f-8c00-1487a3bc48b4,Bangalore,06-11-2024,App,805258,,16.88,237.97,Milk,50399f87,https://blinkit.com/product/2926,4.1,Out of Stock,Vegetarian,25%,2.33845E+11,821g,Paper,19 months,Beverages,Nestle,145.41,871g,,98
